date,OT,1,2,3,4,5,6,7,8,9,10
2010-01-05 06:40:00,316.0,313.0,532.0,502.0,311.0,482.0,398.0,184.0,182.0,238.0,442.0
2010-01-05 06:45:00,309.0,297.0,540.0,531.0,358.0,548.0,421.0,211.0,208.0,237.0,504.0
2010-01-05 06:50:00,316.0,307.0,571.0,564.0,363.0,538.0,437.0,180.0,183.0,195.0,521.0
2010-01-05 06:55:00,294.0,292.0,408.0,460.0,345.0,510.0,389.0,167.0,173.0,219.0,464.0
2010-01-05 07:00:00,290.0,294.0,451.0,449.0,316.0,522.0,416.0,179.0,178.0,224.0,417.0
2010-01-05 07:05:00,263.0,259.0,532.0,516.0,335.0,514.0,413.0,168.0,171.0,178.0,345.0
2010-01-05 07:10:00,290.0,284.0,403.0,485.0,320.0,512.0,391.0,164.0,173.0,255.0,368.0
2010-01-05 07:15:00,258.0,254.0,413.0,541.0,348.0,478.0,420.0,161.0,162.0,217.0,439.0
2010-01-05 07:20:00,262.0,252.0,455.0,506.0,365.0,469.0,345.0,161.0,158.0,201.0,483.0
2010-01-05 07:25:00,295.0,290.0,417.0,493.0,328.0,435.0,371.0,179.0,177.0,218.0,517.0
2010-01-05 07:30:00,268.0,259.0,418.0,535.0,336.0,455.0,355.0,202.0,214.0,292.0,490.0
2010-01-05 07:35:00,223.0,205.0,380.0,480.0,332.0,497.0,368.0,201.0,211.0,259.0,559.0
2010-01-05 07:40:00,196.0,194.0,367.0,497.0,335.0,314.0,272.0,199.0,192.0,289.0,524.0
2010-01-05 07:45:00,206.0,194.0,281.0,460.0,330.0,260.0,205.0,243.0,246.0,246.0,552.0
2010-01-05 07:50:00,241.0,244.0,215.0,232.0,348.0,75.0,91.0,197.0,201.0,256.0,527.0
2010-01-05 07:55:00,200.0,196.0,283.0,270.0,332.0,280.0,144.0,197.0,212.0,190.0,525.0
2010-01-05 08:00:00,213.0,199.0,356.0,340.0,360.0,318.0,243.0,188.0,180.0,195.0,519.0
2010-01-05 08:05:00,197.0,197.0,334.0,327.0,317.0,306.0,209.0,166.0,172.0,217.0,498.0
2010-01-05 08:10:00,221.0,218.0,330.0,317.0,333.0,295.0,213.0,168.0,179.0,254.0,464.0
2010-01-05 08:15:00,217.0,207.0,432.0,429.0,307.0,394.0,309.0,206.0,206.0,209.0,534.0
2010-01-05 08:20:00,269.0,278.0,464.0,441.0,314.0,418.0,326.0,215.0,209.0,222.0,499.0
2010-01-05 08:25:00,263.0,247.0,455.0,447.0,314.0,396.0,306.0,220.0,223.0,220.0,475.0
2010-01-05 08:30:00,252.0,251.0,445.0,431.0,328.0,436.0,318.0,212.0,223.0,201.0,505.0
2010-01-05 08:35:00,261.0,253.0,467.0,449.0,308.0,478.0,356.0,190.0,201.0,198.0,509.0
2010-01-05 08:40:00,263.0,255.0,460.0,450.0,326.0,437.0,341.0,194.0,195.0,245.0,517.0
2010-01-05 08:45:00,246.0,240.0,503.0,494.0,301.0,482.0,379.0,229.0,227.0,245.0,472.0
2010-01-05 08:50:00,246.0,231.0,473.0,466.0,311.0,449.0,362.0,212.0,219.0,205.0,452.0
2010-01-05 08:55:00,227.0,222.0,443.0,429.0,324.0,428.0,340.0,201.0,204.0,226.0,459.0
2010-01-05 09:00:00,249.0,244.0,445.0,440.0,296.0,437.0,360.0,183.0,187.0,217.0,500.0
2010-01-05 09:05:00,219.0,209.0,457.0,435.0,277.0,430.0,359.0,192.0,201.0,234.0,440.0
2010-01-05 09:10:00,251.0,248.0,427.0,423.0,301.0,452.0,361.0,173.0,180.0,176.0,406.0
2010-01-05 09:15:00,248.0,229.0,434.0,408.0,277.0,385.0,298.0,161.0,170.0,237.0,404.0
2010-01-05 09:20:00,218.0,219.0,415.0,389.0,279.0,411.0,339.0,184.0,185.0,199.0,424.0
2010-01-05 09:25:00,188.0,179.0,433.0,424.0,266.0,437.0,353.0,185.0,182.0,162.0,415.0
2010-01-05 09:30:00,201.0,190.0,381.0,372.0,275.0,390.0,347.0,182.0,195.0,230.0,396.0
2010-01-05 09:35:00,165.0,172.0,460.0,459.0,271.0,458.0,383.0,169.0,174.0,196.0,410.0
2010-01-05 09:40:00,202.0,204.0,419.0,421.0,224.0,422.0,357.0,181.0,195.0,183.0,376.0
2010-01-05 09:45:00,193.0,194.0,412.0,397.0,273.0,415.0,346.0,178.0,178.0,237.0,401.0
2010-01-05 09:50:00,187.0,170.0,382.0,366.0,220.0,385.0,328.0,184.0,189.0,217.0,354.0
2010-01-05 09:55:00,181.0,181.0,387.0,370.0,197.0,402.0,333.0,145.0,154.0,231.0,338.0
2010-01-05 10:00:00,176.0,163.0,374.0,358.0,212.0,381.0,325.0,153.0,144.0,194.0,299.0
2010-01-05 10:05:00,156.0,152.0,404.0,406.0,204.0,364.0,318.0,150.0,158.0,172.0,343.0
2010-01-05 10:10:00,145.0,141.0,359.0,351.0,186.0,386.0,297.0,141.0,141.0,197.0,324.0
2010-01-05 10:15:00,144.0,151.0,411.0,380.0,162.0,402.0,346.0,162.0,167.0,186.0,319.0
2010-01-05 10:20:00,90.0,151.0,383.0,358.0,166.0,403.0,311.0,155.0,156.0,225.0,327.0
2010-01-05 10:25:00,156.0,154.0,370.0,373.0,194.0,415.0,326.0,125.0,136.0,193.0,285.0
2010-01-05 10:30:00,165.0,160.0,415.0,403.0,179.0,418.0,343.0,136.0,140.0,231.0,325.0
2010-01-05 10:35:00,161.0,171.0,417.0,407.0,196.0,442.0,372.0,138.0,146.0,189.0,320.0
2010-01-05 10:40:00,154.0,133.0,413.0,393.0,193.0,379.0,311.0,134.0,126.0,185.0,353.0
2010-01-05 10:45:00,173.0,168.0,371.0,350.0,193.0,362.0,302.0,140.0,151.0,214.0,323.0
2010-01-05 10:50:00,177.0,163.0,374.0,374.0,169.0,449.0,371.0,142.0,144.0,239.0,298.0
2010-01-05 10:55:00,140.0,147.0,395.0,390.0,181.0,422.0,341.0,126.0,133.0,207.0,304.0
2010-01-05 11:00:00,150.0,139.0,365.0,363.0,192.0,370.0,304.0,140.0,145.0,209.0,311.0
2010-01-05 11:05:00,130.0,139.0,385.0,374.0,169.0,429.0,355.0,146.0,145.0,252.0,300.0
2010-01-05 11:10:00,162.0,148.0,393.0,379.0,165.0,373.0,305.0,131.0,141.0,232.0,345.0
2010-01-05 11:15:00,134.0,139.0,371.0,321.0,177.0,406.0,331.0,164.0,164.0,222.0,329.0
2010-01-05 11:20:00,174.0,159.0,425.0,398.0,156.0,402.0,342.0,149.0,153.0,244.0,367.0
2010-01-05 11:25:00,153.0,157.0,391.0,377.0,186.0,414.0,336.0,157.0,159.0,230.0,340.0
2010-01-05 11:30:00,157.0,139.0,379.0,383.0,188.0,374.0,312.0,154.0,160.0,230.0,340.0
2010-01-05 11:35:00,142.0,145.0,370.0,356.0,196.0,415.0,324.0,146.0,152.0,213.0,322.0
2010-01-05 11:40:00,141.0,134.0,389.0,384.0,183.0,412.0,348.0,154.0,154.0,226.0,349.0
2010-01-05 11:45:00,144.0,143.0,348.0,337.0,187.0,350.0,270.0,144.0,154.0,238.0,341.0
2010-01-05 11:50:00,165.0,160.0,376.0,369.0,181.0,418.0,342.0,142.0,144.0,246.0,342.0
2010-01-05 11:55:00,149.0,146.0,389.0,377.0,175.0,412.0,371.0,125.0,125.0,222.0,317.0
2010-01-05 12:00:00,159.0,149.0,393.0,397.0,188.0,390.0,311.0,172.0,166.0,212.0,358.0
2010-01-05 12:05:00,128.0,134.0,362.0,358.0,182.0,387.0,314.0,146.0,152.0,264.0,320.0
2010-01-05 12:10:00,144.0,138.0,395.0,383.0,176.0,394.0,323.0,165.0,169.0,252.0,352.0
2010-01-05 12:15:00,161.0,164.0,375.0,367.0,186.0,414.0,324.0,132.0,140.0,227.0,342.0
2010-01-05 12:20:00,167.0,152.0,399.0,395.0,215.0,400.0,327.0,151.0,161.0,267.0,347.0
2010-01-05 12:25:00,156.0,162.0,371.0,360.0,190.0,408.0,323.0,167.0,176.0,225.0,364.0
2010-01-05 12:30:00,159.0,150.0,401.0,399.0,175.0,459.0,391.0,146.0,145.0,247.0,378.0
2010-01-05 12:35:00,167.0,168.0,439.0,430.0,204.0,441.0,369.0,176.0,185.0,231.0,341.0
2010-01-05 12:40:00,148.0,143.0,445.0,424.0,192.0,448.0,370.0,159.0,163.0,252.0,349.0
2010-01-05 12:45:00,153.0,143.0,421.0,399.0,191.0,448.0,376.0,155.0,154.0,263.0,365.0
2010-01-05 12:50:00,146.0,146.0,402.0,368.0,204.0,428.0,351.0,147.0,160.0,243.0,335.0
2010-01-05 12:55:00,153.0,155.0,369.0,367.0,202.0,398.0,344.0,146.0,152.0,245.0,326.0
2010-01-05 13:00:00,151.0,147.0,355.0,347.0,182.0,422.0,347.0,147.0,146.0,281.0,356.0
2010-01-05 13:05:00,152.0,146.0,430.0,415.0,195.0,460.0,380.0,140.0,145.0,236.0,338.0
2010-01-05 13:10:00,147.0,151.0,427.0,447.0,215.0,451.0,386.0,145.0,149.0,220.0,347.0
2010-01-05 13:15:00,171.0,158.0,382.0,374.0,207.0,417.0,347.0,146.0,146.0,250.0,328.0
2010-01-05 13:20:00,146.0,146.0,374.0,369.0,211.0,431.0,343.0,156.0,157.0,261.0,342.0
2010-01-05 13:25:00,166.0,166.0,414.0,401.0,205.0,420.0,349.0,159.0,158.0,237.0,333.0
2010-01-05 13:30:00,159.0,153.0,411.0,427.0,208.0,438.0,350.0,157.0,154.0,259.0,332.0
2010-01-05 13:35:00,163.0,159.0,426.0,421.0,198.0,410.0,350.0,158.0,160.0,274.0,358.0
2010-01-05 13:40:00,154.0,162.0,385.0,378.0,221.0,413.0,358.0,159.0,165.0,252.0,341.0
2010-01-05 13:45:00,174.0,165.0,432.0,416.0,182.0,488.0,397.0,162.0,165.0,241.0,396.0
2010-01-05 13:50:00,165.0,155.0,390.0,387.0,192.0,393.0,331.0,136.0,149.0,283.0,356.0
2010-01-05 13:55:00,140.0,138.0,389.0,370.0,182.0,449.0,376.0,154.0,160.0,279.0,359.0
2010-01-05 14:00:00,160.0,156.0,387.0,394.0,180.0,418.0,354.0,152.0,155.0,269.0,322.0
2010-01-05 14:05:00,164.0,155.0,408.0,400.0,199.0,450.0,370.0,144.0,154.0,280.0,390.0
2010-01-05 14:10:00,159.0,163.0,455.0,447.0,202.0,468.0,404.0,163.0,169.0,303.0,385.0
2010-01-05 14:15:00,174.0,160.0,425.0,412.0,214.0,477.0,400.0,185.0,191.0,275.0,366.0
2010-01-05 14:20:00,156.0,158.0,503.0,497.0,226.0,492.0,425.0,164.0,173.0,259.0,402.0
2010-01-05 14:25:00,179.0,169.0,428.0,414.0,218.0,467.0,392.0,146.0,156.0,322.0,387.0
2010-01-05 14:30:00,158.0,158.0,469.0,453.0,208.0,482.0,405.0,176.0,177.0,304.0,383.0
2010-01-05 14:35:00,191.0,172.0,446.0,426.0,214.0,474.0,406.0,182.0,195.0,286.0,416.0
2010-01-05 14:40:00,174.0,178.0,449.0,435.0,215.0,484.0,401.0,171.0,173.0,276.0,440.0
2010-01-05 14:45:00,198.0,181.0,539.0,525.0,232.0,574.0,497.0,187.0,196.0,277.0,435.0
2010-01-05 14:50:00,201.0,197.0,499.0,490.0,215.0,519.0,425.0,167.0,182.0,275.0,426.0
2010-01-05 14:55:00,176.0,172.0,500.0,481.0,237.0,482.0,425.0,169.0,183.0,277.0,444.0
2010-01-05 15:00:00,209.0,189.0,398.0,391.0,248.0,464.0,368.0,211.0,208.0,288.0,371.0
2010-01-05 15:05:00,191.0,191.0,432.0,441.0,235.0,509.0,421.0,223.0,238.0,271.0,465.0
2010-01-05 15:10:00,225.0,206.0,492.0,491.0,231.0,506.0,424.0,157.0,163.0,285.0,487.0
2010-01-05 15:15:00,203.0,202.0,433.0,443.0,285.0,467.0,388.0,226.0,245.0,279.0,499.0
2010-01-05 15:20:00,212.0,208.0,478.0,482.0,257.0,500.0,408.0,268.0,274.0,338.0,537.0
2010-01-05 15:25:00,219.0,220.0,475.0,459.0,267.0,476.0,408.0,232.0,241.0,292.0,488.0
2010-01-05 15:30:00,191.0,179.0,418.0,399.0,223.0,426.0,309.0,231.0,244.0,306.0,538.0
2010-01-05 15:35:00,209.0,204.0,414.0,425.0,270.0,438.0,314.0,281.0,293.0,305.0,537.0
2010-01-05 15:40:00,220.0,211.0,415.0,410.0,235.0,414.0,316.0,280.0,281.0,300.0,567.0
2010-01-05 15:45:00,219.0,206.0,465.0,448.0,244.0,505.0,380.0,259.0,269.0,310.0,568.0
2010-01-05 15:50:00,216.0,219.0,520.0,501.0,258.0,504.0,412.0,273.0,281.0,308.0,533.0
2010-01-05 15:55:00,197.0,188.0,489.0,480.0,297.0,510.0,420.0,261.0,259.0,320.0,556.0
2010-01-05 16:00:00,201.0,197.0,511.0,497.0,281.0,506.0,419.0,263.0,268.0,283.0,476.0
2010-01-05 16:05:00,192.0,186.0,519.0,503.0,271.0,498.0,415.0,269.0,274.0,289.0,553.0
2010-01-05 16:10:00,230.0,215.0,502.0,482.0,287.0,531.0,411.0,257.0,262.0,278.0,539.0
2010-01-05 16:15:00,221.0,223.0,496.0,497.0,281.0,484.0,391.0,263.0,276.0,357.0,556.0
2010-01-05 16:20:00,234.0,225.0,515.0,493.0,304.0,507.0,420.0,262.0,266.0,332.0,556.0
2010-01-05 16:25:00,218.0,210.0,448.0,476.0,276.0,502.0,401.0,249.0,265.0,334.0,561.0
2010-01-05 16:30:00,180.0,180.0,459.0,446.0,271.0,453.0,380.0,251.0,253.0,293.0,517.0
2010-01-05 16:35:00,193.0,192.0,459.0,470.0,265.0,510.0,410.0,241.0,252.0,320.0,484.0
2010-01-05 16:40:00,211.0,207.0,495.0,500.0,281.0,492.0,401.0,253.0,259.0,305.0,543.0
2010-01-05 16:45:00,242.0,229.0,478.0,464.0,268.0,507.0,398.0,244.0,258.0,360.0,513.0
2010-01-05 16:50:00,182.0,166.0,521.0,528.0,277.0,526.0,420.0,220.0,226.0,323.0,515.0
2010-01-05 16:55:00,176.0,167.0,508.0,470.0,244.0,506.0,413.0,255.0,261.0,288.0,525.0
2010-01-05 17:00:00,171.0,155.0,485.0,505.0,248.0,485.0,376.0,239.0,249.0,319.0,507.0
2010-01-05 17:05:00,221.0,220.0,449.0,439.0,277.0,458.0,360.0,263.0,271.0,287.0,530.0
2010-01-05 17:10:00,197.0,187.0,510.0,493.0,295.0,499.0,386.0,253.0,259.0,304.0,522.0
2010-01-05 17:15:00,205.0,198.0,504.0,495.0,263.0,505.0,400.0,242.0,253.0,294.0,519.0
2010-01-05 17:20:00,226.0,225.0,455.0,449.0,268.0,477.0,372.0,229.0,224.0,302.0,492.0
2010-01-05 17:25:00,215.0,216.0,499.0,489.0,263.0,508.0,397.0,215.0,244.0,297.0,505.0
2010-01-05 17:30:00,201.0,192.0,484.0,479.0,254.0,458.0,347.0,247.0,249.0,276.0,489.0
2010-01-05 17:35:00,213.0,197.0,432.0,434.0,269.0,456.0,362.0,224.0,214.0,287.0,490.0
2010-01-05 17:40:00,179.0,178.0,493.0,480.0,269.0,484.0,406.0,217.0,227.0,298.0,466.0
2010-01-05 17:45:00,184.0,182.0,433.0,413.0,269.0,427.0,339.0,227.0,235.0,277.0,466.0
2010-01-05 17:50:00,172.0,168.0,442.0,436.0,255.0,470.0,375.0,245.0,239.0,251.0,467.0
2010-01-05 17:55:00,180.0,172.0,509.0,496.0,232.0,490.0,425.0,245.0,254.0,255.0,406.0
2010-01-05 18:00:00,145.0,169.0,459.0,454.0,247.0,412.0,309.0,227.0,245.0,264.0,472.0
2010-01-05 18:05:00,171.0,168.0,465.0,462.0,248.0,484.0,390.0,230.0,238.0,270.0,471.0
2010-01-05 18:10:00,181.0,181.0,466.0,447.0,260.0,473.0,386.0,227.0,232.0,283.0,447.0
2010-01-05 18:15:00,171.0,175.0,473.0,456.0,230.0,507.0,402.0,231.0,236.0,290.0,453.0
2010-01-05 18:20:00,161.0,155.0,429.0,428.0,225.0,450.0,358.0,215.0,229.0,283.0,417.0
2010-01-05 18:25:00,144.0,147.0,456.0,454.0,212.0,506.0,410.0,212.0,200.0,296.0,428.0
2010-01-05 18:30:00,151.0,151.0,431.0,422.0,210.0,497.0,408.0,209.0,219.0,260.0,437.0
2010-01-05 18:35:00,140.0,140.0,422.0,407.0,233.0,444.0,365.0,209.0,213.0,232.0,405.0
2010-01-05 18:40:00,143.0,132.0,348.0,328.0,232.0,348.0,284.0,230.0,245.0,215.0,410.0
2010-01-05 18:45:00,122.0,124.0,397.0,399.0,201.0,391.0,322.0,190.0,191.0,199.0,405.0
2010-01-05 18:50:00,125.0,121.0,312.0,311.0,179.0,316.0,251.0,207.0,208.0,192.0,329.0
2010-01-05 18:55:00,133.0,138.0,274.0,272.0,194.0,324.0,272.0,198.0,201.0,258.0,328.0
2010-01-05 19:00:00,101.0,90.0,285.0,275.0,162.0,308.0,252.0,142.0,149.0,186.0,314.0
2010-01-05 19:05:00,131.0,126.0,301.0,304.0,165.0,360.0,276.0,134.0,135.0,213.0,280.0
2010-01-05 19:10:00,118.0,114.0,300.0,292.0,177.0,320.0,256.0,145.0,145.0,154.0,291.0
2010-01-05 19:15:00,120.0,119.0,302.0,289.0,165.0,312.0,266.0,142.0,155.0,201.0,283.0
2010-01-05 19:20:00,124.0,115.0,282.0,275.0,132.0,321.0,263.0,134.0,135.0,188.0,263.0
2010-01-05 19:25:00,95.0,102.0,308.0,304.0,160.0,328.0,279.0,126.0,127.0,183.0,251.0
2010-01-05 19:30:00,109.0,109.0,276.0,265.0,153.0,277.0,215.0,120.0,133.0,163.0,278.0
2010-01-05 19:35:00,88.0,92.0,256.0,263.0,132.0,298.0,236.0,123.0,125.0,163.0,280.0
2010-01-05 19:40:00,101.0,94.0,243.0,236.0,142.0,286.0,229.0,125.0,122.0,171.0,242.0
2010-01-05 19:45:00,94.0,93.0,289.0,278.0,115.0,313.0,263.0,120.0,121.0,131.0,227.0
2010-01-05 19:50:00,99.0,93.0,253.0,248.0,134.0,298.0,234.0,102.0,110.0,187.0,286.0
2010-01-05 19:55:00,108.0,103.0,270.0,266.0,138.0,273.0,215.0,113.0,106.0,168.0,256.0
2010-01-05 20:00:00,105.0,101.0,239.0,238.0,138.0,275.0,215.0,110.0,119.0,177.0,247.0
2010-01-05 20:05:00,107.0,108.0,262.0,259.0,127.0,301.0,236.0,113.0,111.0,157.0,217.0
2010-01-05 20:10:00,99.0,96.0,259.0,251.0,140.0,325.0,263.0,129.0,136.0,152.0,226.0
2010-01-05 20:15:00,83.0,77.0,297.0,300.0,138.0,318.0,259.0,124.0,122.0,166.0,224.0
2010-01-05 20:20:00,91.0,94.0,245.0,245.0,144.0,307.0,240.0,113.0,114.0,157.0,209.0
2010-01-05 20:25:00,86.0,88.0,252.0,245.0,147.0,297.0,250.0,102.0,105.0,168.0,223.0
2010-01-05 20:30:00,84.0,78.0,223.0,229.0,142.0,317.0,243.0,106.0,110.0,158.0,224.0
2010-01-05 20:35:00,91.0,95.0,254.0,247.0,135.0,292.0,215.0,98.0,95.0,149.0,220.0
2010-01-05 20:40:00,95.0,96.0,239.0,219.0,145.0,288.0,222.0,97.0,99.0,143.0,226.0
2010-01-05 20:45:00,100.0,91.0,242.0,250.0,128.0,321.0,231.0,91.0,96.0,151.0,207.0
2010-01-05 20:50:00,88.0,89.0,275.0,271.0,126.0,303.0,249.0,82.0,83.0,133.0,194.0
2010-01-05 20:55:00,79.0,77.0,219.0,211.0,128.0,246.0,199.0,91.0,96.0,127.0,185.0
2010-01-05 21:00:00,83.0,82.0,207.0,204.0,129.0,236.0,173.0,83.0,86.0,108.0,198.0
2010-01-05 21:05:00,84.0,85.0,195.0,196.0,97.0,231.0,179.0,99.0,96.0,99.0,195.0
2010-01-05 21:10:00,101.0,93.0,233.0,220.0,95.0,262.0,209.0,79.0,87.0,141.0,199.0
2010-01-05 21:15:00,70.0,69.0,228.0,233.0,123.0,262.0,209.0,93.0,89.0,126.0,181.0
2010-01-05 21:20:00,82.0,72.0,260.0,252.0,104.0,270.0,208.0,92.0,88.0,118.0,186.0
2010-01-05 21:25:00,93.0,90.0,233.0,228.0,119.0,251.0,206.0,78.0,79.0,126.0,206.0
2010-01-05 21:30:00,84.0,81.0,212.0,206.0,108.0,234.0,183.0,66.0,69.0,119.0,200.0
2010-01-05 21:35:00,72.0,65.0,209.0,214.0,109.0,255.0,201.0,76.0,77.0,116.0,217.0
2010-01-05 21:40:00,71.0,69.0,202.0,204.0,110.0,229.0,180.0,80.0,78.0,131.0,201.0
2010-01-05 21:45:00,61.0,58.0,213.0,213.0,108.0,243.0,196.0,77.0,80.0,125.0,189.0
2010-01-05 21:50:00,69.0,64.0,186.0,183.0,101.0,211.0,163.0,70.0,73.0,127.0,170.0
2010-01-05 21:55:00,59.0,56.0,185.0,186.0,93.0,198.0,149.0,79.0,79.0,116.0,173.0
2010-01-05 22:00:00,62.0,57.0,186.0,181.0,93.0,206.0,169.0,65.0,66.0,120.0,154.0
2010-01-05 22:05:00,55.0,54.0,186.0,173.0,93.0,205.0,160.0,68.0,67.0,104.0,164.0
2010-01-05 22:10:00,71.0,70.0,178.0,180.0,89.0,204.0,159.0,58.0,57.0,101.0,162.0
2010-01-05 22:15:00,71.0,62.0,171.0,172.0,97.0,189.0,164.0,62.0,62.0,100.0,156.0
2010-01-05 22:20:00,66.0,64.0,183.0,180.0,88.0,206.0,164.0,60.0,62.0,100.0,153.0
2010-01-05 22:25:00,55.0,49.0,166.0,163.0,92.0,187.0,144.0,54.0,54.0,92.0,150.0
2010-01-05 22:30:00,50.0,49.0,142.0,139.0,82.0,164.0,125.0,56.0,58.0,79.0,143.0
2010-01-05 22:35:00,53.0,49.0,137.0,137.0,76.0,158.0,120.0,51.0,55.0,91.0,135.0
2010-01-05 22:40:00,44.0,43.0,142.0,140.0,77.0,148.0,114.0,55.0,52.0,72.0,146.0
2010-01-05 22:45:00,49.0,47.0,133.0,132.0,71.0,151.0,103.0,58.0,58.0,71.0,128.0
2010-01-05 22:50:00,38.0,37.0,121.0,116.0,68.0,130.0,106.0,45.0,47.0,69.0,121.0
2010-01-05 22:55:00,38.0,36.0,114.0,109.0,57.0,128.0,94.0,45.0,47.0,66.0,122.0
2010-01-05 23:00:00,44.0,43.0,111.0,115.0,58.0,119.0,97.0,46.0,47.0,55.0,111.0
2010-01-05 23:05:00,35.0,33.0,102.0,102.0,59.0,112.0,77.0,41.0,43.0,64.0,111.0
2010-01-05 23:10:00,39.0,41.0,110.0,110.0,59.0,129.0,87.0,43.0,46.0,61.0,103.0
2010-01-05 23:15:00,37.0,29.0,101.0,100.0,56.0,106.0,77.0,38.0,36.0,58.0,107.0
2010-01-05 23:20:00,34.0,33.0,94.0,98.0,59.0,113.0,92.0,36.0,39.0,61.0,112.0
2010-01-05 23:25:00,30.0,28.0,94.0,94.0,53.0,114.0,89.0,38.0,38.0,70.0,103.0
2010-01-05 23:30:00,27.0,25.0,83.0,84.0,53.0,124.0,95.0,41.0,42.0,39.0,88.0
2010-01-05 23:35:00,29.0,26.0,108.0,105.0,57.0,115.0,84.0,37.0,40.0,64.0,90.0
2010-01-05 23:40:00,26.0,21.0,99.0,99.0,59.0,122.0,69.0,32.0,37.0,53.0,88.0
2010-01-05 23:45:00,23.0,24.0,78.0,79.0,48.0,90.0,67.0,32.0,30.0,44.0,88.0
2010-01-05 23:50:00,21.0,22.0,85.0,88.0,45.0,92.0,64.0,30.0,32.0,48.0,76.0
2010-01-05 23:55:00,25.0,21.0,71.0,69.0,38.0,84.0,60.0,27.0,28.0,44.0,67.0
2010-01-06 00:00:00,13.0,13.0,110.0,110.0,55.0,110.0,83.0,55.0,55.0,83.0,138.0
2010-01-06 00:05:00,16.0,16.0,115.0,115.0,57.0,115.0,86.0,57.0,57.0,86.0,144.0
2010-01-06 00:10:00,15.0,15.0,109.0,109.0,55.0,109.0,82.0,55.0,55.0,82.0,136.0
2010-01-06 00:15:00,13.0,23.0,103.0,94.0,27.0,100.0,63.0,23.0,17.0,39.0,81.0
2010-01-06 00:20:00,19.0,17.0,64.0,69.0,40.0,82.0,61.0,17.0,18.0,26.0,48.0
2010-01-06 00:25:00,20.0,22.0,66.0,65.0,35.0,65.0,49.0,34.0,36.0,21.0,50.0
2010-01-06 00:30:00,20.0,21.0,76.0,72.0,27.0,75.0,51.0,16.0,15.0,29.0,51.0
2010-01-06 00:35:00,24.0,24.0,62.0,62.0,35.0,64.0,50.0,17.0,17.0,41.0,44.0
2010-01-06 00:40:00,14.0,13.0,55.0,51.0,26.0,67.0,42.0,20.0,20.0,35.0,47.0
2010-01-06 00:45:00,21.0,23.0,65.0,64.0,28.0,61.0,46.0,18.0,19.0,32.0,52.0
2010-01-06 00:50:00,12.0,13.0,40.0,41.0,28.0,56.0,35.0,23.0,23.0,39.0,24.0
2010-01-06 00:55:00,12.0,14.0,44.0,43.0,25.0,59.0,42.0,22.0,24.0,18.0,55.0
2010-01-06 01:00:00,18.0,16.0,59.0,64.0,31.0,72.0,50.0,12.0,11.0,14.0,40.0
2010-01-06 01:05:00,14.0,15.0,55.0,52.0,29.0,59.0,43.0,24.0,24.0,29.0,33.0
2010-01-06 01:10:00,18.0,15.0,39.0,40.0,34.0,60.0,39.0,22.0,23.0,17.0,28.0
2010-01-06 01:15:00,13.0,12.0,49.0,46.0,18.0,48.0,32.0,18.0,20.0,37.0,30.0
2010-01-06 01:20:00,11.0,13.0,40.0,39.0,30.0,49.0,40.0,11.0,12.0,22.0,34.0
2010-01-06 01:25:00,15.0,13.0,42.0,42.0,19.0,40.0,24.0,14.0,14.0,23.0,25.0
2010-01-06 01:30:00,11.0,12.0,48.0,46.0,21.0,55.0,10.0,11.0,12.0,12.0,28.0
2010-01-06 01:35:00,12.0,11.0,46.0,42.0,24.0,59.0,33.0,17.0,17.0,25.0,33.0
2010-01-06 01:40:00,14.0,16.0,42.0,41.0,25.0,43.0,24.0,10.0,9.0,28.0,28.0
2010-01-06 01:45:00,14.0,11.0,39.0,37.0,19.0,36.0,24.0,10.0,12.0,15.0,28.0
2010-01-06 01:50:00,11.0,12.0,40.0,44.0,14.0,55.0,34.0,24.0,23.0,16.0,32.0
2010-01-06 01:55:00,12.0,11.0,33.0,31.0,22.0,30.0,19.0,7.0,6.0,16.0,26.0
2010-01-06 02:00:00,16.0,18.0,39.0,37.0,18.0,37.0,32.0,9.0,10.0,19.0,24.0
2010-01-06 02:05:00,9.0,10.0,56.0,60.0,20.0,61.0,39.0,11.0,11.0,17.0,21.0
2010-01-06 02:10:00,13.0,12.0,36.0,37.0,22.0,44.0,32.0,5.0,6.0,13.0,30.0
2010-01-06 02:15:00,15.0,17.0,36.0,34.0,19.0,35.0,26.0,13.0,13.0,29.0,25.0
2010-01-06 02:20:00,15.0,15.0,54.0,51.0,25.0,71.0,49.0,13.0,12.0,10.0,22.0
2010-01-06 02:25:00,11.0,10.0,56.0,62.0,18.0,49.0,38.0,9.0,9.0,19.0,29.0
2010-01-06 02:30:00,16.0,16.0,34.0,32.0,37.0,32.0,20.0,10.0,10.0,18.0,29.0
2010-01-06 02:35:00,20.0,19.0,44.0,40.0,28.0,40.0,30.0,7.0,8.0,19.0,28.0
2010-01-06 02:40:00,11.0,12.0,41.0,41.0,22.0,48.0,44.0,13.0,13.0,22.0,18.0
2010-01-06 02:45:00,16.0,15.0,46.0,44.0,28.0,51.0,39.0,10.0,9.0,14.0,21.0
2010-01-06 02:50:00,14.0,13.0,31.0,34.0,37.0,30.0,21.0,8.0,8.0,19.0,17.0
2010-01-06 02:55:00,11.0,11.0,46.0,42.0,30.0,50.0,34.0,4.0,4.0,21.0,27.0
2010-01-06 03:00:00,21.0,24.0,44.0,46.0,39.0,47.0,38.0,10.0,10.0,19.0,23.0
